ad_id,Unique ID,segment,scrape_date,created_date,updated_date,Estate,saleable_area_ft2,gross_area_ft2,price_hkdm,rent_hkd,Duplicated,pricechange,latest_date_filter
2782214,27822142023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Lake Silver New Territories Ma On Shan Block and Unit: Silver Lake. Room F, Tower 3, Tianfeng Building age: 14 Year Show more info about the Estate Lake Silver",556.0,728.0,8.5,,N,False,Y
2782208,27822082023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Forest Hill New Territories Tai Po Block and Unit: Room PH-15B Show more info about the Estate Forest Hill,1551.0,2136.0,16.5,,N,False,Y
2782204,27822042023-09-21,Residential,2023-09-21,2023-09-10,2023-09-18,Scenic Garden New Territories Yuen Long Block and Unit: House Building age: 26 Year Show more info about the Estate Scenic Garden,1054.0,1310.0,10.0,,N,False,Y
2782201,27822012023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Tai Po Garden New Territories Tai Wo Block and Unit: High Floor,BLOCK H Building age: 34 Year Show more info about the Estate Tai Po Garden",803.0,883.0,8.0,,N,False,Y
2782200,27822002023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Seaside Sonata Kowloon Sham Shui Po Block and Unit: 1 Tower D Building age: 2 Year Show more info about the Estate Seaside Sonata,695.0,,10.8,,N,False,Y
2782199,27821992023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Charming Garden Kowloon Olympic Block and Unit: Low Floor,BLOCK 16 Building age: 25 Year Show more info about the Estate Charming Garden",592.0,694.0,7.68,,N,False,Y
2782198,27821982023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Goodwill Garden HK Island Sai Ying Pun Block and Unit: A Building age: 28 Year Show more info about the Estate Goodwill Garden,308.0,515.0,5.3,,N,False,Y
2782197,27821972023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Kornhill Garden HK Island Quarry Bay Block and Unit: Room D, Tower 2 Building age: 36 Year Show more info about the Estate Kornhill Garden",484.0,587.0,6.98,,N,False,Y
2782196,27821962023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Harbourside Kowloon Kowloon Station Block and Unit: Room E, Tower 2 Building age: 19 Year Show more info about the Estate The Harbourside",743.0,1032.0,22.0,,N,False,Y
2782239,27822392023-09-21,Residential,2023-09-21,2023-09-10,2023-09-16,"Serene Court HK Island Kennedy Town Block and Unit: Unit G,Mid Floor,Serene Court Building age: 33 Year Show more info about the Estate Serene Court",691.0,850.0,10.8,,N,False,Y
2782241,27822412023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Long Beach Kowloon Olympic Block and Unit: Room A, Tower 7 Building age: 15 Year Show more info about the Estate The Long Beach",842.0,1120.0,19.88,,N,False,Y
2782242,27822422023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Hong Ying Court Kowloon Lam Tin Block and Unit: Unit 9,Low Floor,Hong Ying Court Building age: 32 Year Show more info about the Estate Hong Ying Court",485.0,638.0,2.8,,N,False,Y
2782245,27822452023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Greenfield Garden New Territories Tsing Yi Block and Unit: Room G, Block 11, Phase 3 Building age: 33 Year Show more info about the Estate Greenfield Garden",368.0,482.0,5.4,,N,False,Y
2782295,27822952023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Po Ho Mansion Kowloon Sham Shui Po Block and Unit: Unit C,High Floor,Po Ho Mansion Building age: 46 Year Show more info about the Estate Po Ho Mansion",306.0,,3.3,,N,False,Y
2782292,27822922023-09-21,Residential,2023-09-21,2023-09-10,2023-09-11,"The Amused Kowloon Cheung Sha Wan Block and Unit: High Floor,The Amused Building age: 5 Year Show more info about the Estate The Amused",285.0,,5.19,,N,False,Y
2782286,27822862023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Greenwood Garden New Territories Shatin Block and Unit: Room 8, Block A Building age: 39 Year Show more info about the Estate Greenwood Garden",215.0,330.0,3.0,,N,False,Y
2782284,27822842023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Phase 1B Of The Campton Kowloon Cheung Sha Wan Block and Unit: Unit C,Low Floor,Phase 1B Of The Campton Building age: 2 Year Show more info about the Estate Phase 1B Of The Campton",477.0,,7.8,,N,False,Y
2782280,27822802023-09-21,Residential,2023-09-21,2023-09-10,2023-09-11,Granville Garden New Territories Tai Wai Block and Unit: 1 Tower A Building age: 26 Year Show more info about the Estate Granville Garden,864.0,1118.0,10.5,,N,False,Y
2782277,27822772023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"La Cite Noble New Territories Tseung Kwan O Block and Unit: Room F, Tower 6 Building age: 24 Year Show more info about the Estate La Cite Noble",378.0,528.0,6.6,,N,False,Y
2782276,27822762023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Mei Foo Sun Chuen Phase 4 Kowloon Mei Foo Block and Unit: 115A Broadway Show more info about the Estate Mei Foo Sun Chuen,552.0,736.0,6.85,,N,False,Y
2782273,27822732023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Dragons Range COURT A New Territories Shatin Block and Unit: Room E, Block 2, Yat Long House Building age: 7 Year Show more info about the Estate Dragons Range",977.0,,11.7,,N,False,Y
2782270,27822702023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Arch Kowloon Kowloon Station Block and Unit: Room E, Ying Yue Court (Block 2A) Building age: 17 Year Show more info about the Estate The Arch",395.0,530.0,12.0,,N,False,Y
2782266,27822662023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Ching Tai Court New Territories Tsing Yi Block and Unit: Tower A 9 Building age: 35 Year Show more info about the Estate Ching Tai Court,645.0,829.0,6.8,,N,False,Y
2782265,27822652023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Greenknoll Court New Territories Kwai Chung Block and Unit: Flat B, Tower 1 Building age: 31 Year Show more info about the Estate Greenknoll Court",456.0,555.0,5.15,,N,False,Y
2782264,27822642023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Heya Aqua Kowloon Cheung Sha Wan Block and Unit: Unit F,Low Floor,TOWER 2 Building age: 6 Year Show more info about the Estate Heya Aqua",408.0,,6.5,,N,False,Y
2782262,27822622023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Nan Fung Sun Chuen HK Island Quarry Bay Block and Unit: Low Floor,BLOCK NO.2 Building age: 46 Year Show more info about the Estate Nan Fung Sun Chuen",516.0,627.0,6.6,,N,False,Y
2782261,27822612023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Imperial Cullinan Kowloon Olympic Block and Unit: Block 1 Room A Building age: 11 Year Show more info about the Estate Imperial Cullinan,1463.0,1860.0,48.0,,N,False,Y
2782259,27822592023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Parc Versailles PARC VERSAILLES I New Territories Tai Wo Block and Unit: 7 seat A Building age: 27 Year Show more info about the Estate Parc Versailles,922.0,1095.0,10.38,,N,False,Y
2782258,27822582023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Savannah New Territories Tseung Kwan O Block and Unit: Room D, Tower 2A Building age: 5 Year Show more info about the Estate Savannah",312.0,,6.0,,N,False,Y
2782257,27822572023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Hermitage Kowloon Olympic Block and Unit: Difeng. Room C, Tower 3, Royal Palace Building age: 13 Year Show more info about the Estate The Hermitage",759.0,1005.0,16.5,,N,False,Y
2782256,27822562023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Marinella HK Island Wong Chuk Hang Block and Unit: Room A, Tower 1 Building age: 11 Year Show more info about the Estate Marinella",1949.0,2501.0,92.0,,N,False,Y
2782250,27822502023-09-21,Residential,2023-09-21,2023-09-10,2023-09-16,"The.met.bliss New Territories Ma On Shan Block and Unit: Room A03, Tower 2 Building age: 5 Year Show more info about the Estate The.met.bliss",337.0,,5.12,,N,False,Y
2782249,27822492023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Greenfields New Territories Yuen Long Block and Unit: Room A, Tower 1 Building age: 25 Year Show more info about the Estate Greenfields",706.0,953.0,6.79,,N,False,Y
2782246,27822462023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Upper River Bank Kowloon Kai Tak Block and Unit: 2-seat J Building age: 2 Year Show more info about the Estate Upper River Bank,333.0,,7.2,,N,False,Y
2781991,27819912023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Chinese Mansion Kowloon Sham Shui Po Block and Unit: D.,83.0,,0.8,,N,False,Y
2781989,27819892023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Grammy Centre Kowloon Sham Shui Po Block and Unit: Tower A C Building age: 36 Year Show more info about the Estate Grammy Centre,467.0,610.0,5.8,,N,False,Y
2779726,27797262023-09-21,Residential,2023-09-21,2023-09-07,2023-09-07,St Martin Phase 1 New Territories Tai Po Block and Unit: 3 high-rise buildings in the first phase Building age: 2 Year Show more info about the Estate St Martin,468.0,,7.48,,N,False,Y
2781690,27816902023-09-21,Residential,2023-09-21,2023-09-10,2023-09-13,Kwai Chung Building New Territories Kwai Chung Block and Unit: m Show more info about the Estate Kwai Chung Building,415.0,547.0,4.02,,N,False,Y
2781710,27817102023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Vision City New Territories Tsuen Wan Block and Unit: Room C, Tower 3, Man King Peak Show more info about the Estate Vision City",825.0,1083.0,16.0,,N,False,Y
2781708,27817082023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Aegean Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Room C, Tower 1 Building age: 21 Year Show more info about the Estate Aegean Coast",617.0,811.0,7.5,,N,False,Y
2781702,27817022023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Aegean Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,TOWER 8 Building age: 21 Year Show more info about the Estate Aegean Coast",490.0,653.0,4.8,,N,False,Y
2781701,27817012023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Bloomsway THE LAGUNA New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,TOWER 8,THE LAGUNA Building age: 6 Year Show more info about the Estate The Bloomsway",381.0,,4.7,,N,False,Y
2781700,27817002023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Aegean Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Block 8HRoom Building age: 21 Year Show more info about the Estate Aegean Coast,490.0,653.0,4.8,,N,False,Y
2781698,27816982023-09-21,Residential,2023-09-21,2023-09-10,2023-09-11,"Greenview Garden New Territories Tai Wai Block and Unit: High Floor,BLOCK C Building age: 35 Year Show more info about the Estate Greenview Garden",688.0,852.0,8.8,,N,False,Y
2781697,27816972023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Carado Garden New Territories Tai Wai Block and Unit: Mid Floor,BLOCK 6 Building age: 33 Year Show more info about the Estate Carado Garden",428.0,,4.68,,N,False,Y
2781693,27816932023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Aspen Crest Kowloon Wong Tai Sin Block and Unit: Mid Floor,Aspen Crest Building age: 2 Year Show more info about the Estate Aspen Crest",240.0,,4.2,,N,False,Y
2781692,27816922023-09-21,Residential,2023-09-21,2023-09-10,2023-09-17,Aquila Square Mile Kowloon Tai Kok Tsui Block and Unit: 1 seat L Building age: 2 Year Show more info about the Estate Aquila Square Mile,255.0,,5.6,,N,False,Y
2781691,27816912023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Cambridge Mansion Kowloon Ho Man Tin Block and Unit: B Show more info about the Estate Cambridge Mansion,1130.0,,11.5,,N,False,Y
2781689,27816892023-09-21,Residential,2023-09-21,2023-09-10,2023-09-18,"Whampoa Garden SITE 5 Kowloon Whampoa Block and Unit: Phase 5, Tower 9, Middle Floor Building age: 37 Year Show more info about the Estate Whampoa Garden",680.0,,9.5,,N,False,Y
2781718,27817182023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Lucky Building Kowloon Tsim Sha Tsui Block and Unit: Unit B,High Floor,Lucky Building Building age: 47 Year Show more info about the Estate Lucky Building",312.0,,4.8,,N,False,Y
2781686,27816862023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Apartment Kowloon Sham Shui Po Block and Unit: 11B Building age: 53 Year,417.0,,4.8,,N,False,Y
2781680,27816802023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Upper East Kowloon Hung Hom Block and Unit: Unit C,High Floor,TOWER 1C Show more info about the Estate Upper East",228.0,,4.18,,N,False,Y
2781678,27816782023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Bloomsway THE LAGUNA New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,TOWER 8,THE LAGUNA Building age: 6 Year Show more info about the Estate The Bloomsway",381.0,,4.7,,N,False,Y
2781677,27816772023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Bloomsway THE LAGUNA New Territories Tuen Mun Castle Peak Road Block and Unit: Mid Floor,TOWER 7,THE LAGUNA Building age: 6 Year Show more info about the Estate The Bloomsway",598.0,,6.5,,N,False,Y
2781676,27816762023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Aegean Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,TOWER 8 Building age: 21 Year Show more info about the Estate Aegean Coast",490.0,653.0,4.8,,N,False,Y
2781675,27816752023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Palatial Coast Grand Pacific View New Territories Tuen Mun Castle Peak Road Block and Unit: Mid Floor,BLOCK 2,浪琴軒 Building age: 24 Year Show more info about the Estate Palatial Coast",1212.0,1510.0,11.0,,N,False,Y
2781674,27816742023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Hong Kong Gold Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Mid Floor,BLOCK 5 Building age: 33 Year Show more info about the Estate Hong Kong Gold Coast",685.0,888.0,6.2,,N,False,Y
2781673,27816732023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Hillgrove New Territories Tuen Mun Castle Peak Road Block and Unit: Ground Floor,CRESCENT VII Building age: 21 Year Show more info about the Estate The Hillgrove",1208.0,1650.0,14.98,,N,False,Y
2781663,27816632023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Met. Delight Kowloon Cheung Sha Wan Block and Unit: High Floor,The Met. Delight Show more info about the Estate The Met. Delight",333.0,,5.68,,N,False,Y
2781662,27816622023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Lai Kwan Court Kowloon Cheung Sha Wan Block and Unit: High Floor,Lai Kwan Court Show more info about the Estate Lai Kwan Court",321.0,,4.85,,N,False,Y
2781713,27817132023-09-21,Residential,2023-09-21,2023-09-10,2023-09-14,Riviera Gardens New Territories Tsuen Wan Block and Unit: Tower 02D Building age: 34 Year Show more info about the Estate Riviera Gardens,419.0,529.0,4.98,,N,False,Y
2781719,27817192023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Cheong Mow Building Kowloon Yau Ma Tei Block and Unit: Unit B,High Floor,Cheong Mow Building Building age: 41 Year Show more info about the Estate Cheong Mow Building",357.0,,4.28,,N,False,Y
2781985,27819852023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Chinese Mansion Kowloon Sham Shui Po Block and Unit: 107,410.0,,3.2,,N,False,Y
2781741,27817412023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Festival City PHASE I New Territories Tai Wai Block and Unit: Phase 1, 3 high-rise buildings Building age: 12 Year Show more info about the Estate Festival City",785.0,1030.0,11.5,,N,False,Y
2781761,27817612023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Mei Foo Sun Chuen Phase 1 Kowloon Mei Foo Block and Unit: Room C, No. 15-17 Broadway Street, Fu Sun Estate Phase 1 Building age: 55 Year Show more info about the Estate Mei Foo Sun Chuen",446.0,617.0,4.68,,N,False,Y
2781759,27817592023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Sunshine City Phase 2 New Territories Ma On Shan Block and Unit: Mid Floor,BLOCK D Building age: 27 Year Show more info about the Estate Sunshine City",321.0,406.0,5.2,,N,False,Y
2781754,27817542023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Lai Yan Court Kowloon Mei Foo Block and Unit: Unit 3,Mid Floor,BLOCK A Building age: 22 Year Show more info about the Estate Lai Yan Court",601.0,803.0,5.98,,N,False,Y
2781752,27817522023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Riverpark New Territories Tai Wai Block and Unit: Mid Floor,TOWER 2 Building age: 10 Year Show more info about the Estate The Riverpark",508.0,,9.5,,N,False,Y
2781749,27817492023-09-21,Residential,2023-09-21,2023-09-10,2023-09-14,"Bell House Kowloon Yau Ma Tei Block and Unit: High Floor,Bell House Building age: 54 Year Show more info about the Estate Bell House",388.0,,3.9,,N,True,Y
2781748,27817482023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Festival City PHASE I New Territories Tai Wai Block and Unit: Phase 1, 5 high-rise buildings Building age: 12 Year Show more info about the Estate Festival City",959.0,,14.18,,N,False,Y
2781745,27817452023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Festival City PHASE I New Territories Tai Wai Block and Unit: Phase 1 Tower 1 Middle Floor Building age: 13 Year Show more info about the Estate Festival City,785.0,,11.8,,N,False,Y
2781744,27817442023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,The Wings THE WINGS IIIA New Territories Tseung Kwan O Block and Unit: Block 3B A Building age: 6 Year Show more info about the Estate The Wings,848.0,,14.08,,N,False,Y
2781743,27817432023-09-21,Residential,2023-09-21,2023-09-10,2023-09-14,"Chevalier Garden New Territories Ma On Shan Block and Unit: Mid Floor,BLOCK 14 Building age: 36 Year Show more info about the Estate Chevalier Garden",484.0,547.0,4.7,,N,True,Y
2781742,27817422023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Village New Territories Tai Po Block and Unit: Nil,,700.0,3.7,,N,False,Y
2781740,27817402023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Classic Mansion Kowloon Ho Man Tin Block and Unit: B Building age: 31 Year Show more info about the Estate Classic Mansion,243.0,484.0,5.5,,N,False,Y
2781722,27817222023-09-21,Residential,2023-09-21,2023-09-10,2023-09-20,Mont Vert Phase 1 New Territories Tai Po Block and Unit: 6 seat B Building age: 8 Year Show more info about the Estate Mont Vert,910.0,,9.5,,N,False,Y
2781739,27817392023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Beneville New Territories Tuen Mun Block and Unit: Room F, Block 3 Building age: 19 Year Show more info about the Estate Beneville",445.0,580.0,5.4,,N,False,Y
2781738,27817382023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Tanner Garden HK Island North Point Block and Unit: Unit D,High Floor,BLOCK 1 Building age: 32 Year Show more info about the Estate Tanner Garden",674.0,,11.0,,N,False,Y
2781736,27817362023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Palatial Coast Grand Pacific View New Territories Tuen Mun Castle Peak Road Block and Unit: Mid Floor,BLOCK 2,浪琴軒 Show more info about the Estate Palatial Coast",1212.0,1510.0,11.0,,N,False,Y
2781732,27817322023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Mayfair By The Sea New Territories Tai Po Block and Unit: 7 seat A Building age: 8 Year Show more info about the Estate Mayfair By The Sea,1746.0,,37.0,,N,False,Y
2781730,27817302023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Aegean Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,TOWER 8 Building age: 21 Year Show more info about the Estate Aegean Coast",490.0,653.0,4.8,,N,False,Y
2781728,27817282023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Aegean Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,TOWER 2 Building age: 21 Year Show more info about the Estate Aegean Coast",811.0,1043.0,8.1,,N,False,Y
2781727,27817272023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Grandiose New Territories Tseung Kwan O Block and Unit: Room K, Tower 2 Building age: 17 Year Show more info about the Estate The Grandiose",506.0,678.0,8.28,,N,False,Y
2781726,27817262023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,Novum Point HK Island North Point Block and Unit: Jun Yufeng senior management Building age: 3 Year Show more info about the Estate Novum Point,181.0,,4.77,,N,False,Y
2781725,27817252023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Kingswood Villas LYNWOOD New Territories Tin Shui Wai Block and Unit: Tower 2, Liwuju, Phase 5 Building age: 26 Year Show more info about the Estate Kingswood Villas",442.0,576.0,4.109,,N,False,Y
2781723,27817232023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Oceanaire Building New Territories Ma On Shan Block and Unit: Unit A,Low Floor,TOWER 2B,屋苑大廈 Building age: 12 Year Show more info about the Estate Oceanaire",942.0,,11.3,,N,False,Y
2781654,27816542023-09-21,Residential,2023-09-21,2023-09-10,2023-09-14,"The Carmel New Territories Tuen Mun Castle Peak Road Block and Unit: High Floor,TOWER 1 Building age: 3 Year Show more info about the Estate The Carmel",804.0,,9.99,,N,False,Y
2781650,27816502023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"Hong Kong Gold Coast New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,BLOCK 2 Show more info about the Estate Hong Kong Gold Coast",685.0,888.0,5.99,,N,False,Y
2781648,27816482023-09-21,Residential,2023-09-21,2023-09-10,2023-09-10,"The Riverpark New Territories Tai Wai Block and Unit: Unit A,Low Floor,TOWER 5 Building age: 10 Year Show more info about the Estate The Riverpark",1170.0,1530.0,17.98,,N,False,Y
2781560,27815602023-09-21,Residential,2023-09-21,2023-09-09,2023-09-10,Ho Ming Court New Territories Tseung Kwan O Block and Unit: Tower A 24 Building age: 33 Year Show more info about the Estate Ho Ming Court,485.0,638.0,3.5,,N,False,Y
2781585,27815852023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Solaria New Territories Tai Po Block and Unit: 5 seat A Building age: 3 Year Show more info about the Estate Solaria,463.0,,7.0,,N,False,Y
2781583,27815832023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,World-Wide Gardens New Territories Tai Wai Block and Unit: Lily Court (Block 4) D Building age: 42 Year Show more info about the Estate World-Wide Gardens,1272.0,1467.0,13.8,,N,False,Y
2781579,27815792023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Sky One New Territories Tai Wai Block and Unit: Zone A A01 Show more info about the Estate Sky One,559.0,730.0,9.0,,N,False,Y
2781577,27815772023-09-21,Residential,2023-09-21,2023-09-09,2023-09-13,"Aie Building HK Island North Point Block and Unit: Low Floor,AIE Building Building age: 57 Year Show more info about the Estate Aie Building",670.0,,5.78,,N,False,Y
2781574,27815742023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,"Kingswood Villas KENSWOOD New Territories Tin Shui Wai Block and Unit: Flat B, Tower 4 Building age: 26 Year Show more info about the Estate Kingswood Villas",630.0,811.0,5.05,,N,False,Y
2781572,27815722023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,"Dawning Views New Territories Fanling Block and Unit: Room A, Tower 4 Building age: 24 Year Show more info about the Estate Dawning Views",410.0,544.0,5.3,,N,False,Y
2781569,27815692023-09-21,Residential,2023-09-21,2023-09-09,2023-09-10,Rambler Crest New Territories Tsing Yi Block and Unit: 6 seat B Building age: 20 Year Show more info about the Estate Rambler Crest,485.0,683.0,5.3,,N,False,Y
2781567,27815672023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Bellagio New Territories Tsuen Wan Sham Tseng Block and Unit: 6 low-rise buildings Building age: 21 Year Show more info about the Estate Bellagio,891.0,1177.0,10.5,,N,False,Y
2781566,27815662023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Park Signature New Territories Yuen Long Block and Unit: 6 seat B Building age: 9 Year Show more info about the Estate Park Signature,1318.0,,21.0,,N,False,Y
2781564,27815642023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Tin Chung Court New Territories Tin Shui Wai Block and Unit: Chung Chak House (Block M) Room 1 Building age: 22 Year Show more info about the Estate Tin Chung Court,636.0,,3.98,,N,False,Y
2781559,27815592023-09-21,Residential,2023-09-21,2023-09-09,2023-09-16,Fiori New Territories Hung Shui Kiu Block and Unit: 5 seats D Building age: 18 Year Show more info about the Estate Fiori,588.0,772.0,6.5,,N,False,Y
2781647,27816472023-09-21,Residential,2023-09-21,2023-09-10,2023-09-17,"Avignon Building New Territories Tuen Mun Castle Peak Road Block and Unit: Low Floor,TOWER 11,大廈 Show more info about the Estate Avignon",698.0,882.0,7.15,,N,False,Y
2781557,27815572023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Sereno Verde PHASE 1 New Territories Yuen Long Block and Unit: 07 Block C Building age: 22 Year Show more info about the Estate Sereno Verde,483.0,655.0,5.38,,N,False,Y
2781556,27815562023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,"Whampoa Estate Kowloon Hung Hom Block and Unit: High Floor,BLOCK Q Building age: 43 Year Show more info about the Estate Whampoa Estate",413.0,,5.7,,N,False,Y
2781554,27815542023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Lido Garden New Territories Tsuen Wan Sham Tseng Block and Unit: 2B Building age: 34 Year Show more info about the Estate Lido Garden,617.0,763.0,6.1,,N,False,Y
2781553,27815532023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Kwai Chung Plaza New Territories Kwai Chung Block and Unit: 3-seat E Building age: 33 Year Show more info about the Estate Kwai Chung Plaza,318.0,437.0,5.58,,N,False,Y
2781552,27815522023-09-21,Residential,2023-09-21,2023-09-09,2023-09-20,Metro Harbour View Kowloon Tai Kok Tsui Block and Unit: 07 Seat E Building age: 20 Year Show more info about the Estate Metro Harbour View,346.0,499.0,5.28,,N,False,Y
2781551,27815512023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Dragons Range COURT B New Territories Shatin Block and Unit: 2 Block A Building age: 6 Year Show more info about the Estate Dragons Range,1490.0,,22.5,,N,False,Y
2781549,27815492023-09-21,Residential,2023-09-21,2023-09-09,2023-09-14,"Bell House Kowloon Yau Ma Tei Block and Unit: High Floor,Bell House Building age: 54 Year Show more info about the Estate Bell House",388.0,,3.8,,N,False,Y
2781548,27815482023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Yoho Midtown New Territories Yuen Long Block and Unit: M5 Block H Building age: 13 Year Show more info about the Estate Yoho Midtown,427.0,567.0,6.2,,N,False,Y
2781547,27815472023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,New Town Plaza PHASE III New Territories Shatin Block and Unit: Block 4- (Silver Birch Court) H Building age: 32 Year Show more info about the Estate New Town Plaza,640.0,753.0,10.28,,N,False,Y
2781546,27815462023-09-21,Residential,2023-09-21,2023-09-09,2023-09-10,"Bellagio New Territories Tsuen Wan Sham Tseng Block and Unit: Low Floor,TOWER 9 Building age: 21 Year Show more info about the Estate Bellagio",891.0,1177.0,10.5,,N,False,Y
2781586,27815862023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,"Island Harbourview Kowloon Olympic Block and Unit: Mid Floor,TOWER 10 Building age: 23 Year Show more info about the Estate Island Harbourview",463.0,,9.3,,N,False,Y
2781587,27815872023-09-21,Residential,2023-09-21,2023-09-09,2023-09-09,Prima Villa New Territories Shatin Block and Unit: 5 seats G Building age: 22 Year Show more info about the Estate Prima Villa,419.0,,6.9,,N,False,Y
